Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label,amenities_count,size_category,occupancy_demand
36792,34,1,1,1,1,0,1,Semi Furnished,4.3,16,1,1,0,1,1,1,7,1,2
15124,29,0,1,1,1,0,1,Unfurnished,4.4,120,0,0,0,1,0,0,4,0,2
121933,85,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
27937,27,2,1,1,1,0,0,Unfurnished,4.5,36355,1,0,0,1,0,0,4,0,2
64119,38,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
58453,41,4,2,1,1,1,1,Semi Furnished,4.8,16,1,1,1,1,1,1,9,1,2
133085,54,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
104219,77,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
103148,90,6,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,3,1
68313,38,2,2,1,1,0,1,Semi Furnished,4.2,301,1,1,1,1,1,1,8,1,1
94610,50,5,1,1,1,1,1,Fully Furnished,4.2,21,1,1,1,1,1,2,9,2,1
51379,35,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
131682,68,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
117248,77,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
64482,41,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
133012,111,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
20980,34,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0,4,1,2
119419,119,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,3,1
98576,42,3,1,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2,9,1,2
44371,36,1,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,7,1,2
82231,40,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
20068,33,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,1,0,6,1,2
115341,56,4,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,2,1
128955,89,5,2,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2,9,3,0
102906,114,5,2,1,1,1,1,Fully Furnished,4.3,396,1,1,1,1,1,2,9,3,1
47408,40,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
97280,51,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
74716,45,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
133679,72,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
48245,31,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
69545,38,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
23389,35,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,6,1,2
14382,27,0,1,1,1,0,0,Unfurnished,4.1,83,1,0,1,1,0,0,5,0,2
143627,88,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
123044,117,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
6396,19,1,1,0,0,0,0,Unfurnished,4.3,66.5,0,0,1,0,0,0,1,0,2
55412,45,3,1,1,1,1,1,Semi Furnished,4.5,839,1,1,1,1,1,1,9,1,2
109901,87,4,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,3,1
2691,13,1,1,1,0,0,0,Unfurnished,4,23,1,1,1,1,0,0,5,0,2
34566,34,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,1,0,0,5,1,2
143592,52,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
17588,27,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,1,0,0,4,0,2
138729,62,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
140436,56,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
122091,80,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
27438,28,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,0,1,0,5,0,2
93508,47,3,2,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2,9,1,2
63228,39,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
75185,50,3,1,1,1,1,1,Fully Furnished,4.3,27,1,1,1,1,1,2,9,2,1
2641,19,0,1,0,1,0,0,Unfurnished,4.3,66.5,0,1,0,0,0,0,2,0,2
131058,78,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
94610,58,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
34973,33,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,1,0,0,5,1,2
137261,64,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
71482,51,4,1,1,1,1,1,Semi Furnished,1,1,1,1,1,1,1,1,9,2,1
24366,33,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,1,0,0,5,1,2
143351,70,6,2,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2,9,2,1
3303,17,1,1,0,1,0,0,Unfurnished,5,5,0,1,1,0,1,0,4,0,2
22972,34,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,1,0,7,1,2
62792,39,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
67143,35,2,2,1,1,1,1,Semi Furnished,4.6,18,1,1,1,1,1,1,9,1,2
64467,38,4,1,1,1,0,1,Semi Furnished,5,2,1,1,1,1,1,1,8,1,2
67937,41,2,1,1,1,0,1,Semi Furnished,4.5,152,1,1,1,1,1,1,8,1,2
32406,33,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,4,1,2
77275,60,3,1,1,1,1,1,Fully Furnished,4.3,65,1,1,1,1,1,2,9,2,2
125381,67,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
98085,57,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
20123,26,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,0,1,0,5,0,2
106140,100,5,2,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,3,1
142454,67,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
65552,38,4,1,1,1,0,1,Semi Furnished,3.9,10,1,1,1,1,1,1,8,1,1
52494,36,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
148929,50,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
113448,66,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
112761,74,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
108934,84,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
148884,83,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
129769,58,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
17938,27,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,0,0,2,0,2
53673,40,3,1,1,1,0,1,Semi Furnished,5,4,1,1,1,1,1,1,8,1,2
146254,105,4,2,1,1,1,1,Fully Furnished,4.3,54,1,1,1,1,1,2,9,3,0
126250,53,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
92131,54,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
2665,12,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,1,0,6,0,2
115111,107,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
106594,54,5,3,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2,9,2,0
89966,53,3,1,1,1,1,1,Fully Furnished,4.3,23,1,1,1,1,1,2,9,2,1
64610,37,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
55581,39,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
44453,38,1,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
140656,120,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
124189,119,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
105064,85,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
106901,119,6,2,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,3,1
69434,38,3,1,1,1,1,1,Semi Furnished,4.5,36355,1,1,1,1,1,1,9,1,2
139883,79,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
12261,12,0,1,1,0,0,0,Unfurnished,4.3,66.5,0,0,1,1,1,0,4,0,2
8948,13,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,1,0,3,0,2
81516,40,4,2,1,1,1,1,Fully Furnished,4.2,301,1,1,1,1,1,2,9,1,2
22405,25,2,1,1,1,0,0,Unfurnished,4.2,185,1,0,0,0,0,0,3,0,2
118610,114,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
45457,31,1,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,8,1,2
96515,57,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
54071,36,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
78847,48,5,1,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,1,2
53981,36,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
40426,39,3,1,1,1,1,1,Semi Furnished,4,23,1,1,1,1,1,1,9,1,2
126380,117,4,3,1,1,1,1,Fully Furnished,4.2,14,1,1,1,1,1,2,9,3,1
144717,74,5,2,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,2,1
10549,21,1,1,0,0,0,0,Unfurnished,4.3,66.5,1,1,0,1,0,0,3,0,2
34855,35,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,5,1,2
131151,70,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
72172,59,4,2,1,1,1,1,Semi Furnished,4.4,37,1,1,1,1,1,1,9,2,2
77882,46,3,1,1,1,1,1,Fully Furnished,4.6,194,1,1,1,1,1,2,9,1,2
33197,29,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,1,1,0,6,0,2
15575,21,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,6,0,2
59288,36,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
138796,80,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
139777,101,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
145488,52,5,3,1,1,1,1,Fully Furnished,4,11,1,1,1,1,1,2,9,2,1
95278,51,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
63073,40,4,1,1,1,0,1,Semi Furnished,4.3,88,1,1,1,1,1,1,8,1,2
23869,28,2,1,1,1,0,1,Unfurnished,3.5,101,1,0,0,0,0,0,4,0,2
114731,79,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
140873,50,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
92791,51,3,1,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2,9,2,1
61614,41,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
39441,30,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
18116,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,1,1,0,5,0,2
56717,45,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
68486,39,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
106068,98,5,2,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2,9,3,0
55120,35,3,1,1,1,0,1,Semi Furnished,4,23,1,1,1,1,1,1,8,1,2
114796,71,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
68711,41,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
18199,24,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,1,1,0,5,0,2
71816,47,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
36966,31,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,7,1,2
31965,32,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,0,0,5,1,2
6482,18,0,1,0,1,0,0,Unfurnished,4.3,66.5,0,1,1,1,1,0,5,0,2
127025,107,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
70800,46,4,2,1,1,1,1,Semi Furnished,4.2,39,1,1,1,1,1,1,9,1,2
64949,40,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
105815,103,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
119220,58,4,3,1,1,1,1,Fully Furnished,4.5,44,1,1,1,1,1,2,9,2,1
76681,46,5,2,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2,9,1,2
131235,99,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
23536,31,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,0,0,6,1,2
26947,33,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,0,0,5,1,2
136517,97,6,3,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2,9,3,0
69427,39,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
23086,26,2,1,1,1,0,0,Unfurnished,4.4,120,1,1,0,0,1,0,5,0,2
7505,13,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,0,0,3,0,2
103840,119,5,3,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2,9,3,0
18907,23,1,1,1,1,0,1,Unfurnished,4.2,85,0,0,1,0,0,0,4,0,2
37436,40,2,1,1,1,0,1,Semi Furnished,4.3,375,1,0,0,1,1,1,6,1,2
90661,52,3,1,1,1,1,1,Fully Furnished,4.2,2428,1,1,1,1,1,2,9,2,1
94876,53,5,2,1,1,1,1,Fully Furnished,4.7,21,1,1,1,1,1,2,9,2,1
137462,88,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
33221,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,4,0,2
77707,52,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,2
100576,105,6,3,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2,9,3,1
50141,35,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
143322,88,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
131254,117,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
108610,68,4,2,1,1,1,1,Fully Furnished,4.4,8,1,1,1,1,1,2,9,2,1
128649,116,6,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2,9,3,0
99348,41,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
139016,55,5,2,1,1,1,1,Fully Furnished,4.4,165,1,1,1,1,1,2,9,2,1
58553,42,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
140009,77,4,3,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2,9,3,0
2923,17,1,1,0,0,0,0,Unfurnished,4.5,152,1,1,0,0,1,0,3,0,2
5593,21,0,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,3,0,2
111106,111,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
66581,45,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
73228,60,4,2,1,1,1,1,Semi Furnished,5,2,1,1,1,1,1,1,9,2,2
6605,13,1,1,1,1,0,0,Unfurnished,1,1,0,0,1,0,1,0,4,0,2
121201,90,4,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2,9,3,0
88199,46,3,2,1,1,1,1,Fully Furnished,4.5,348,1,1,1,1,1,2,9,1,2
71371,58,5,2,1,1,1,1,Semi Furnished,3.9,87,1,1,1,1,1,1,9,2,2
26645,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,5,1,2
123572,113,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
54072,44,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
24877,32,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,0,0,4,1,2
22309,35,1,1,1,1,0,0,Unfurnished,1,1,1,1,0,1,1,0,6,1,2
133964,63,5,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,2,1
118758,59,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
71437,41,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
33120,29,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,1,0,7,0,2
98131,53,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
33510,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0,7,0,2
120234,77,4,3,1,1,1,1,Fully Furnished,4,1,1,1,1,1,1,2,9,3,0
121125,88,4,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,3,0
135118,79,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
88317,59,4,1,1,1,1,1,Fully Furnished,4.5,75,1,1,1,1,1,2,9,2,2
30770,32,2,1,1,1,0,0,Unfurnished,4.4,297,1,1,0,0,0,0,4,1,2
101227,104,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
12586,12,0,1,0,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0,4,0,2
47544,33,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
50138,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
121539,72,5,3,1,1,1,1,Fully Furnished,4.7,19,1,1,1,1,1,2,9,2,2
90050,44,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
145012,61,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
106556,102,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
76999,43,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
131362,110,6,2,1,1,1,1,Fully Furnished,4.4,4116,1,1,1,1,1,2,9,3,1
145822,63,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
6120,23,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,1,1,1,0,5,0,2
31607,29,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0,5,0,2
131396,115,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
38728,35,2,1,1,1,1,1,Semi Furnished,4.3,375,1,0,0,1,1,1,7,1,2
129957,53,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
54050,43,4,1,1,1,0,1,Semi Furnished,4.5,348,1,1,1,1,1,1,8,1,2
67924,37,4,1,1,1,0,1,Semi Furnished,4.6,194,1,1,1,1,1,1,8,1,2
106931,74,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
36422,37,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,7,1,2
27006,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,0,0,6,1,2
61320,43,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
63626,38,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
63962,36,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
94981,44,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
120173,104,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
80925,49,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
61702,41,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
18728,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,1,0,0,0,3,0,2
43772,33,2,2,1,1,0,1,Semi Furnished,5,3,1,1,1,1,1,1,8,1,2
127607,74,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
133011,58,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
138160,105,4,3,1,1,1,1,Fully Furnished,4.4,165,1,1,1,1,1,2,9,3,0
4991,17,1,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,1,0,3,0,2
38095,33,1,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
88487,44,3,2,1,1,1,1,Fully Furnished,4.5,43,1,1,1,1,1,2,9,1,2
55269,37,3,2,1,1,1,1,Semi Furnished,4.6,16,1,1,1,1,1,1,9,1,2
123134,77,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
71643,58,3,1,1,1,1,1,Semi Furnished,4.7,185,1,1,1,1,1,1,9,2,2
95302,40,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
23450,34,1,1,1,1,0,0,Unfurnished,4,23,1,0,1,1,0,0,5,1,2
72705,44,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
140658,99,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
61682,39,3,2,1,1,1,1,Semi Furnished,5,2,1,1,1,1,1,1,9,1,2
145859,83,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
120867,116,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
102093,110,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
22400,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,0,0,7,0,2
39424,38,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,8,1,2
38942,39,3,2,1,1,0,1,Semi Furnished,4.5,75,1,0,1,1,1,1,7,1,2
140650,73,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
75109,56,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
76804,40,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
126157,100,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
6101,14,1,1,0,0,0,0,Unfurnished,4.3,66.5,0,0,0,1,0,0,1,0,2
145637,83,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
134759,70,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
27155,29,1,1,1,1,0,1,Unfurnished,4.2,85,1,1,1,0,1,0,7,0,2
127797,57,5,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,2,1
5620,12,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,0,0,2,0,2
130678,86,5,2,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2,9,3,0
104745,91,6,3,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2,9,3,1
116398,92,6,2,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2,9,3,0
93550,54,5,1,1,1,1,1,Fully Furnished,5,6,1,1,1,1,1,2,9,2,1
23966,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,0,0,7,0,2
67854,44,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
124064,83,4,2,1,1,1,1,Fully Furnished,4.2,26,1,1,1,1,1,2,9,3,0
113964,58,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
98998,52,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
136037,117,6,3,1,1,1,1,Fully Furnished,5,1,1,1,1,1,1,2,9,3,1
97240,49,5,2,1,1,1,1,Fully Furnished,3.5,2,1,1,1,1,1,2,9,1,2
58793,35,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
59123,41,2,1,1,1,0,1,Semi Furnished,4.4,37,1,1,1,1,1,1,8,1,2
90394,46,3,2,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2,9,1,2
130260,77,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
138279,82,6,3,1,1,1,1,Fully Furnished,4.3,88,1,1,1,1,1,2,9,3,0
25029,29,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,4,0,2
54807,44,2,2,1,1,0,1,Semi Furnished,4.5,75,1,1,1,1,1,1,8,1,2
116419,114,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
35576,38,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
53077,44,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
132752,91,6,3,1,1,1,1,Fully Furnished,4,68,1,1,1,1,1,2,9,3,0
