Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label,price_per_sqm,amenities_count,size_category,occupancy_demand
106140,100,5,2,1,1,1,1,Fully Furnished,5.0,2.0,1,1,1,1,1,2,1061.4,9,3,1
142454,67,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2126.179104477612,9,2,1
65552,38,4,1,1,1,0,1,Semi Furnished,3.9,10.0,1,1,1,1,1,1,1725.0526315789473,8,1,1
52494,36,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1458.1666666666667,9,1,2
148929,50,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2978.58,10,2,1
113448,66,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1718.909090909091,10,2,1
112761,74,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1523.7972972972973,9,2,1
108934,84,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1296.8333333333333,10,3,0
148884,83,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1793.7831325301204,9,3,0
129769,58,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2237.396551724138,9,2,1
17938,27,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,0,0,664.3703703703703,2,0,2
53673,40,3,1,1,1,0,1,Semi Furnished,5.0,4.0,1,1,1,1,1,1,1341.825,8,1,2
146254,105,4,2,1,1,2,1,Fully Furnished,4.3,54.0,1,1,1,1,1,2,1392.895238095238,10,3,0
126250,53,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2382.0754716981132,10,2,1
92131,54,3,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1706.1296296296296,10,2,1
2665,12,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,1,0,222.08333333333334,6,0,2
115111,107,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1075.803738317757,9,3,1
106594,54,5,3,1,1,1,1,Fully Furnished,3.9,87.0,1,1,1,1,1,2,1973.962962962963,9,2,0
89966,53,3,1,1,1,1,1,Fully Furnished,4.3,23.0,1,1,1,1,1,2,1697.4716981132076,9,2,1
64610,37,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1746.2162162162163,8,1,2
55581,39,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1425.1538461538462,8,1,2
44453,38,1,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,1169.8157894736842,7,1,2
140656,120,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1172.1333333333334,10,3,1
124189,119,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1043.6050420168067,10,3,1
105064,85,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1236.0470588235294,9,3,1
106901,119,6,2,1,1,1,1,Fully Furnished,4.4,44.0,1,1,1,1,1,2,898.3277310924369,9,3,1
69434,38,3,1,1,1,1,1,Semi Furnished,4.5,36355.0,1,1,1,1,1,1,1827.2105263157894,9,1,2
139883,79,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1770.6708860759493,9,3,0
12261,12,0,1,1,0,0,0,Unfurnished,4.3,66.5,0,0,1,1,1,0,1021.75,4,0,2
8948,13,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,1,0,688.3076923076923,3,0,2
81516,40,4,2,1,1,1,1,Fully Furnished,4.2,301.0,1,1,1,1,1,2,2037.9,9,1,2
22405,25,2,1,1,1,0,0,Unfurnished,4.2,185.0,1,0,0,0,0,0,896.2,3,0,2
118610,114,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1040.438596491228,10,3,1
45457,31,1,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,1466.3548387096773,8,1,2
96515,57,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1693.2456140350878,9,2,1
54071,36,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1501.9722222222222,9,1,2
78847,48,5,1,1,1,1,1,Fully Furnished,5.0,2.0,1,1,1,1,1,2,1642.6458333333333,9,1,2
53981,36,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1499.4722222222222,8,1,2
40426,39,3,1,1,1,1,1,Semi Furnished,4.0,23.0,1,1,1,1,1,1,1036.5641025641025,9,1,2
126380,117,4,3,1,1,2,1,Fully Furnished,4.2,14.0,1,1,1,1,1,2,1080.1709401709402,10,3,1
144717,74,5,2,1,1,2,1,Fully Furnished,4.4,44.0,1,1,1,1,1,2,1955.6351351351352,10,2,1
10549,21,1,1,0,0,0,0,Unfurnished,4.3,66.5,1,1,0,1,0,0,502.3333333333333,3,0,2
34855,35,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,995.8571428571429,5,1,2
131151,70,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1873.5857142857142,10,2,1
72172,59,4,2,1,1,1,1,Semi Furnished,4.4,37.0,1,1,1,1,1,1,1223.2542372881355,9,2,2
77882,46,3,1,1,1,1,1,Fully Furnished,4.6,194.0,1,1,1,1,1,2,1693.0869565217392,9,1,2
33197,29,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,1,1,0,1144.7241379310344,6,0,2
15575,21,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,741.6666666666666,6,0,2
59288,36,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1646.888888888889,8,1,2
138796,80,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1734.95,9,3,0
139777,101,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1383.930693069307,10,3,0
145488,52,5,3,1,1,2,1,Fully Furnished,4.0,11.0,1,1,1,1,1,2,2797.846153846154,10,2,1
95278,51,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1868.1960784313726,10,2,1
63073,40,4,1,1,1,0,1,Semi Furnished,4.3,88.0,1,1,1,1,1,1,1576.825,8,1,2
23869,28,2,1,1,1,0,1,Unfurnished,3.5,101.0,1,0,0,0,0,0,852.4642857142857,4,0,2
114731,79,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1452.2911392405063,9,3,0
140873,50,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2817.46,9,2,1
92791,51,3,1,1,1,1,1,Fully Furnished,4.0,3.0,1,1,1,1,1,2,1819.4313725490197,9,2,1
61614,41,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1502.780487804878,9,1,2
39441,30,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1314.7,8,1,2
18116,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,1,1,0,670.9629629629629,5,0,2
56717,45,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1260.3777777777777,8,1,2
68486,39,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1756.051282051282,9,1,2
106068,98,5,2,1,1,2,1,Fully Furnished,3.9,87.0,1,1,1,1,1,2,1082.3265306122448,10,3,0
55120,35,3,1,1,1,0,1,Semi Furnished,4.0,23.0,1,1,1,1,1,1,1574.857142857143,8,1,2
114796,71,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1616.8450704225352,9,2,1
68711,41,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1675.878048780488,8,1,2
18199,24,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,1,1,0,758.2916666666666,5,0,2
71816,47,3,1,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1528.0,10,1,2
36966,31,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1192.4516129032259,7,1,2
31965,32,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,0,0,998.90625,5,1,2
6482,18,0,1,0,1,0,0,Unfurnished,4.3,66.5,0,1,1,1,1,0,360.1111111111111,5,0,2
127025,107,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1187.1495327102805,10,3,1
70800,46,4,2,1,1,1,1,Semi Furnished,4.2,39.0,1,1,1,1,1,1,1539.1304347826087,9,1,2
64949,40,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1623.725,9,1,2
105815,103,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1027.3300970873786,10,3,1
119220,58,4,3,1,1,1,1,Fully Furnished,4.5,44.0,1,1,1,1,1,2,2055.5172413793102,9,2,1
76681,46,5,2,1,1,2,1,Fully Furnished,4.7,185.0,1,1,1,1,1,2,1666.9782608695652,10,1,2
131235,99,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1325.6060606060605,9,3,0
23536,31,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,0,0,759.2258064516129,6,1,2
26947,33,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,0,0,816.5757575757576,5,1,2
136517,97,6,3,1,1,2,1,Fully Furnished,4.5,152.0,1,1,1,1,1,2,1407.3917525773195,10,3,0
69427,39,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1780.179487179487,9,1,2
23086,26,2,1,1,1,0,0,Unfurnished,4.4,120.0,1,1,0,0,1,0,887.9230769230769,5,0,2
7505,13,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,0,0,577.3076923076923,3,0,2
103840,119,5,3,1,1,1,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,872.6050420168067,9,3,0
18907,23,1,1,1,1,0,1,Unfurnished,4.2,85.0,0,0,1,0,0,0,822.0434782608696,4,0,2
37436,40,2,1,1,1,0,1,Semi Furnished,4.3,375.0,1,0,0,1,1,1,935.9,6,1,2
90661,52,3,1,1,1,2,1,Fully Furnished,4.2,2428.0,1,1,1,1,1,2,1743.4807692307693,10,2,1
94876,53,5,2,1,1,1,1,Fully Furnished,4.7,21.0,1,1,1,1,1,2,1790.1132075471698,9,2,1
137462,88,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1562.0681818181818,10,3,0
33221,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,1328.84,4,0,2
77707,52,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1494.3653846153845,10,2,2
100576,105,6,3,1,1,1,1,Fully Furnished,4.5,152.0,1,1,1,1,1,2,957.8666666666667,9,3,1
50141,35,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1432.6,9,1,2
143322,88,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1628.659090909091,10,3,0
131254,117,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1121.8290598290598,9,3,1
108610,68,4,2,1,1,1,1,Fully Furnished,4.4,8.0,1,1,1,1,1,2,1597.2058823529412,9,2,1
128649,116,6,3,1,1,1,1,Fully Furnished,4.0,23.0,1,1,1,1,1,2,1109.0431034482758,9,3,0
99348,41,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2423.121951219512,10,1,2
139016,55,5,2,1,1,2,1,Fully Furnished,4.4,165.0,1,1,1,1,1,2,2527.5636363636363,10,2,1
58553,42,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1394.1190476190477,8,1,2
140009,77,4,3,1,1,1,1,Fully Furnished,4.5,152.0,1,1,1,1,1,2,1818.2987012987012,9,3,0
2923,17,1,1,0,0,0,0,Unfurnished,4.5,152.0,1,1,0,0,1,0,171.94117647058823,3,0,2
5593,21,0,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,266.3333333333333,3,0,2
111106,111,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1000.9549549549549,10,3,1
66581,45,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1479.5777777777778,8,1,2
73228,60,4,2,1,1,1,1,Semi Furnished,5.0,2.0,1,1,1,1,1,1,1220.4666666666667,9,2,2
6605,13,1,1,1,1,0,0,Unfurnished,1.0,1.0,0,0,1,0,1,0,508.0769230769231,4,0,2
121201,90,4,3,1,1,2,1,Fully Furnished,4.0,23.0,1,1,1,1,1,2,1346.6777777777777,10,3,0
88199,46,3,2,1,1,1,1,Fully Furnished,4.5,348.0,1,1,1,1,1,2,1917.3695652173913,9,1,2
71371,58,5,2,1,1,2,1,Semi Furnished,3.9,87.0,1,1,1,1,1,1,1230.5344827586207,10,2,2
26645,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,888.1666666666666,5,1,2
123572,113,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1093.5575221238937,10,3,1
54072,44,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1228.909090909091,8,1,2
24877,32,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,0,0,777.40625,4,1,2
22309,35,1,1,1,1,0,0,Unfurnished,1.0,1.0,1,1,0,1,1,0,637.4,6,1,2
133964,63,5,3,1,1,1,1,Fully Furnished,5.0,2.0,1,1,1,1,1,2,2126.4126984126983,9,2,1
118758,59,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2012.8474576271187,9,2,1
71437,41,3,1,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1742.3658536585365,10,1,2
33120,29,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,1,0,1142.0689655172414,7,0,2
98131,53,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1851.5283018867924,9,2,1
33510,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0,1241.111111111111,7,0,2
120234,77,4,3,1,1,1,1,Fully Furnished,4.0,1.0,1,1,1,1,1,2,1561.4805194805194,9,3,0
121125,88,4,3,1,1,1,1,Fully Furnished,5.0,2.0,1,1,1,1,1,2,1376.4204545454545,9,3,0
135118,79,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1710.3544303797469,10,3,0
88317,59,4,1,1,1,2,1,Fully Furnished,4.5,75.0,1,1,1,1,1,2,1496.8983050847457,10,2,2
30770,32,2,1,1,1,0,0,Unfurnished,4.4,297.0,1,1,0,0,0,0,961.5625,4,1,2
101227,104,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,973.3365384615385,9,3,1
12586,12,0,1,0,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0,1048.8333333333333,4,0,2
47544,33,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,1440.7272727272727,7,1,2
50138,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1253.45,9,1,2
121539,72,5,3,1,1,2,1,Fully Furnished,4.7,19.0,1,1,1,1,1,2,1688.0416666666667,10,2,2
90050,44,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2046.590909090909,10,1,2
145012,61,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2377.245901639344,9,2,1
106556,102,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1044.6666666666667,10,3,1
76999,43,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1790.6744186046512,9,1,2
131362,110,6,2,1,1,1,1,Fully Furnished,4.4,4116.0,1,1,1,1,1,2,1194.2,9,3,1
145822,63,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2314.6349206349205,9,2,1
6120,23,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,1,1,1,0,266.0869565217391,5,0,2
31607,29,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0,1089.896551724138,5,0,2
131396,115,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1142.5739130434783,9,3,1
38728,35,2,1,1,1,1,1,Semi Furnished,4.3,375.0,1,0,0,1,1,1,1106.5142857142857,7,1,2
129957,53,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2452.0188679245284,9,2,1
54050,43,4,1,1,1,0,1,Semi Furnished,4.5,348.0,1,1,1,1,1,1,1256.9767441860465,8,1,2
67924,37,4,1,1,1,0,1,Semi Furnished,4.6,194.0,1,1,1,1,1,1,1835.7837837837837,8,1,2
106931,74,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1445.0135135135135,9,2,1
36422,37,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,984.3783783783783,7,1,2
27006,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,0,0,871.1612903225806,6,1,2
61320,43,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1426.046511627907,9,1,2
63626,38,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1674.3684210526317,8,1,2
63962,36,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1776.7222222222222,9,1,2
94981,44,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2158.659090909091,10,1,2
120173,104,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1155.5096153846155,10,3,1
80925,49,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1651.530612244898,9,1,2
61702,41,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1504.9268292682927,8,1,2
18728,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,1,0,0,0,749.12,3,0,2
43772,33,2,2,1,1,0,1,Semi Furnished,5.0,3.0,1,1,1,1,1,1,1326.4242424242425,8,1,2
127607,74,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1724.418918918919,9,2,1
133011,58,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2293.293103448276,9,2,1
138160,105,4,3,1,1,1,1,Fully Furnished,4.4,165.0,1,1,1,1,1,2,1315.8095238095239,9,3,0
4991,17,1,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,1,0,293.5882352941176,3,0,2
38095,33,1,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1154.3939393939395,8,1,2
88487,44,3,2,1,1,1,1,Fully Furnished,4.5,43.0,1,1,1,1,1,2,2011.0681818181818,9,1,2
55269,37,3,2,1,1,1,1,Semi Furnished,4.6,16.0,1,1,1,1,1,1,1493.7567567567567,9,1,2
123134,77,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1599.142857142857,9,3,0
71643,58,3,1,1,1,2,1,Semi Furnished,4.7,185.0,1,1,1,1,1,1,1235.2241379310344,10,2,2
95302,40,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2382.55,9,1,2
23450,34,1,1,1,1,0,0,Unfurnished,4.0,23.0,1,0,1,1,0,0,689.7058823529412,5,1,2
72705,44,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1652.3863636363637,9,1,2
140658,99,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1420.7878787878788,10,3,0
61682,39,3,2,1,1,1,1,Semi Furnished,5.0,2.0,1,1,1,1,1,1,1581.5897435897436,9,1,2
145859,83,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1757.3373493975903,10,3,0
120867,116,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1041.9568965517242,10,3,1
102093,110,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,928.1181818181818,10,3,1
22400,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,0,0,829.6296296296297,7,0,2
39424,38,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,1037.4736842105262,8,1,2
38942,39,3,2,1,1,0,1,Semi Furnished,4.5,75.0,1,0,1,1,1,1,998.5128205128206,7,1,2
140650,73,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1926.7123287671234,10,2,1
75109,56,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1341.232142857143,9,2,1
76804,40,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1920.1,10,1,2
126157,100,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1261.57,9,3,1
6101,14,1,1,0,0,0,0,Unfurnished,4.3,66.5,0,0,0,1,0,0,435.7857142857143,1,0,2
145637,83,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1754.6626506024097,9,3,0
134759,70,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1925.1285714285714,10,2,1
27155,29,1,1,1,1,0,1,Unfurnished,4.2,85.0,1,1,1,0,1,0,936.3793103448276,7,0,2
127797,57,5,3,1,1,1,1,Fully Furnished,5.0,2.0,1,1,1,1,1,2,2242.0526315789475,9,2,1
5620,12,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,0,0,468.3333333333333,2,0,2
130678,86,5,2,1,1,1,1,Fully Furnished,4.0,3.0,1,1,1,1,1,2,1519.5116279069769,9,3,0
104745,91,6,3,1,1,2,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,1151.043956043956,10,3,1
116398,92,6,2,1,1,1,1,Fully Furnished,4.0,23.0,1,1,1,1,1,2,1265.195652173913,9,3,0
93550,54,5,1,1,1,1,1,Fully Furnished,5.0,6.0,1,1,1,1,1,2,1732.4074074074074,9,2,1
23966,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,0,0,887.6296296296297,7,0,2
67854,44,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1542.1363636363637,8,1,2
124064,83,4,2,1,1,1,1,Fully Furnished,4.2,26.0,1,1,1,1,1,2,1494.7469879518073,9,3,0
113964,58,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1964.896551724138,10,2,1
98998,52,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1903.8076923076924,10,2,1
136037,117,6,3,1,1,1,1,Fully Furnished,5.0,1.0,1,1,1,1,1,2,1162.7094017094016,9,3,1
97240,49,5,2,1,1,2,1,Fully Furnished,3.5,2.0,1,1,1,1,1,2,1984.4897959183672,10,1,2
58793,35,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1679.8,9,1,2
59123,41,2,1,1,1,0,1,Semi Furnished,4.4,37.0,1,1,1,1,1,1,1442.0243902439024,8,1,2
90394,46,3,2,1,1,1,1,Fully Furnished,4.0,23.0,1,1,1,1,1,2,1965.0869565217392,9,1,2
130260,77,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1691.6883116883116,10,3,0
138279,82,6,3,1,1,2,1,Fully Furnished,4.3,88.0,1,1,1,1,1,2,1686.3292682926829,10,3,0
25029,29,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,863.0689655172414,4,0,2
54807,44,2,2,1,1,0,1,Semi Furnished,4.5,75.0,1,1,1,1,1,1,1245.6136363636363,8,1,2
116419,114,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1021.219298245614,10,3,1
35576,38,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,936.2105263157895,8,1,2
53077,44,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1206.2954545454545,8,1,2
132752,91,6,3,1,1,1,1,Fully Furnished,4.0,68.0,1,1,1,1,1,2,1458.8131868131868,9,3,0
57876,45,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1286.1333333333334,8,1,2
12132,22,0,1,0,0,0,0,Unfurnished,4.3,66.5,1,1,0,1,0,0,551.4545454545455,3,0,2
133500,97,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1376.2886597938145,10,3,0
32731,33,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,0,0,991.8484848484849,6,1,2
79946,50,3,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1598.92,10,2,2
56927,39,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1459.6666666666667,8,1,2
81314,56,3,2,1,1,2,1,Fully Furnished,4.8,4.0,1,1,1,1,1,2,1452.0357142857142,10,2,2
55644,35,2,1,1,1,0,1,Semi Furnished,4.0,3.0,1,1,1,1,1,1,1589.8285714285714,8,1,2
90350,59,5,1,1,1,2,1,Fully Furnished,4.1,43.0,1,1,1,1,1,2,1531.3559322033898,10,2,1
76771,46,3,1,1,1,2,1,Fully Furnished,5.0,1.0,1,1,1,1,1,2,1668.9347826086957,10,1,2
31145,34,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,916.0294117647059,4,1,2
101393,90,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1126.588888888889,10,3,1
99665,59,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1689.2372881355932,9,2,1
76052,47,4,1,1,1,1,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,1618.127659574468,9,1,2
30416,26,1,1,1,1,0,0,Unfurnished,5.0,6.0,1,1,1,0,0,0,1169.8461538461538,5,0,2
124878,55,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2270.509090909091,9,2,1
70886,51,5,1,1,1,2,1,Semi Furnished,3.9,19.0,1,1,1,1,1,1,1389.921568627451,10,2,1
76303,41,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1861.0487804878048,9,1,2
51991,41,3,2,1,1,0,1,Semi Furnished,4.5,152.0,1,1,1,1,1,1,1268.0731707317073,8,1,2
87779,44,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1994.9772727272727,9,1,2
103969,107,4,3,1,1,2,1,Fully Furnished,4.6,16.0,1,1,1,1,1,2,971.6728971962617,10,3,1
26181,31,2,1,1,1,0,0,Unfurnished,3.2,10.0,1,0,0,0,1,0,844.5483870967741,4,1,2
86742,51,5,1,1,1,1,1,Fully Furnished,4.3,110.0,1,1,1,1,1,2,1700.8235294117646,9,2,1
80902,49,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1651.061224489796,9,1,2
114497,95,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1205.2315789473685,10,3,1
