Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label
95846,59,3,2,1,1,1,1,Fully Furnished,4.5,75,1,1,1,1,1,2
149043,55,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
106681,80,6,3,1,1,2,1,Fully Furnished,4,3,1,1,1,1,1,2
149840,85,5,2,1,1,2,1,Fully Furnished,4.4,44,1,1,1,1,1,2
51059,41,4,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
19037,24,1,1,1,1,0,0,Unfurnished,,,0,1,0,0,1,0
114355,120,5,2,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2
119473,102,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
51973,45,4,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
109800,112,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
15487,21,1,1,1,1,0,1,Unfurnished,,,1,1,0,1,1,0
37425,37,2,2,1,1,1,1,Semi Furnished,4.3,396,1,1,0,1,1,1
149144,85,4,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
102278,106,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
132659,52,6,3,1,1,2,1,Fully Furnished,4,4,1,1,1,1,1,2
22119,34,1,1,1,1,0,1,Unfurnished,4.4,165,1,1,0,1,1,0
93221,47,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
118294,96,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
94863,55,5,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
40804,33,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1
31822,27,2,1,1,1,0,0,Unfurnished,,,1,1,1,0,1,0
52089,38,4,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
53904,41,2,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
94479,57,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
126169,64,5,2,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2
93589,44,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
50621,43,4,1,1,1,1,1,Semi Furnished,4.5,839,1,1,1,1,1,1
137434,61,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
100438,55,5,2,1,1,1,1,Fully Furnished,4.6,7,1,1,1,1,1,2
122287,57,5,3,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
77983,49,3,2,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2
82682,56,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
34970,25,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,1,0
46189,38,2,2,1,1,1,1,Semi Furnished,4.3,54,1,1,0,1,1,1
124884,116,4,2,1,1,2,1,Fully Furnished,4.5,13607,1,1,1,1,1,2
6000,20,1,1,0,1,0,0,Unfurnished,4.1,36,1,1,1,1,0,0
106485,74,5,3,1,1,2,1,Fully Furnished,4.2,5,1,1,1,1,1,2
72869,42,4,1,1,1,2,1,Semi Furnished,,,1,1,1,1,1,1
107728,74,5,3,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2
7793,20,0,1,0,1,0,0,Unfurnished,,,1,1,0,0,0,0
133095,107,4,3,1,1,1,1,Fully Furnished,4,2,1,1,1,1,1,2
136541,104,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
61851,40,4,2,1,1,0,1,Semi Furnished,4.5,103,1,1,1,1,1,1
92033,58,3,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
137980,76,4,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2
74804,41,4,2,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
134090,111,4,2,1,1,2,1,Fully Furnished,4.1,140,1,1,1,1,1,2
141058,52,6,2,1,1,2,1,Fully Furnished,4.3,375,1,1,1,1,1,2
102792,105,4,2,1,1,2,1,Fully Furnished,4.6,91,1,1,1,1,1,2
13001,20,0,1,1,1,0,1,Unfurnished,4.6,1872,1,1,1,0,0,0
132325,85,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
126144,69,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
114617,64,6,2,1,1,2,1,Fully Furnished,4.2,301,1,1,1,1,1,2
68421,39,3,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
26714,25,2,1,1,1,0,0,Unfurnished,4.7,185,1,1,1,1,0,0
81275,49,3,1,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2
36907,40,1,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1
64790,42,3,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
124637,90,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
19063,27,0,1,1,1,0,0,Unfurnished,,,0,1,1,1,0,0
87621,54,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
78157,48,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
117886,96,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
11686,20,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,1,1,0,0
128983,76,6,2,1,1,1,1,Fully Furnished,4.5,117,1,1,1,1,1,2
73246,57,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
96044,40,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
11298,22,1,1,1,0,0,0,Unfurnished,,,1,1,1,1,1,0
31302,30,1,1,1,1,0,1,Unfurnished,4.4,37,1,0,0,1,1,0
139391,98,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
64309,43,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
115692,101,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
115504,62,5,3,1,1,2,1,Fully Furnished,4.9,13,1,1,1,1,1,2
82161,43,5,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
98304,59,5,1,1,1,2,1,Fully Furnished,4.2,19,1,1,1,1,1,2
147617,91,4,3,1,1,2,1,Fully Furnished,4.1,36,1,1,1,1,1,2
97258,56,3,2,1,1,1,1,Fully Furnished,5,1,1,1,1,1,1,2
8631,21,1,1,1,1,0,0,Unfurnished,,,0,0,0,0,1,0
35699,37,1,2,1,1,0,1,Semi Furnished,,,1,0,0,1,1,1
33738,27,1,1,1,1,0,1,Unfurnished,,,1,1,0,0,0,0
148844,101,6,2,1,1,2,1,Fully Furnished,4.5,839,1,1,1,1,1,2
49037,33,3,1,1,1,1,1,Semi Furnished,4.4,44,1,0,0,1,1,1
146902,100,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
149233,94,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
110720,72,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2
85947,41,3,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
6834,15,1,1,1,0,0,0,Unfurnished,,,1,0,1,0,1,0
143636,94,6,3,1,1,2,1,Fully Furnished,4.4,44,1,1,1,1,1,2
32426,29,1,1,1,1,0,0,Unfurnished,4,3,1,0,1,1,0,0
128151,53,5,2,1,1,1,1,Fully Furnished,3,1,1,1,1,1,1,2
93746,42,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
81113,44,5,1,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2
139707,100,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
59987,36,4,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
84743,48,3,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
87725,55,5,1,1,1,1,1,Fully Furnished,4.4,165,1,1,1,1,1,2
92184,49,3,1,1,1,2,1,Fully Furnished,4.5,6377,1,1,1,1,1,2
50993,40,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
18652,28,0,1,1,1,0,1,Unfurnished,4.5,13607,0,1,1,0,0,0
48049,40,2,1,1,1,0,1,Semi Furnished,4.3,192,1,1,1,1,1,1
11734,19,1,1,1,0,0,0,Unfurnished,4.3,66.5,0,1,0,1,0,0
137506,51,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
109387,110,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
81616,48,3,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
50864,35,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
40194,40,2,1,1,1,1,1,Semi Furnished,,,1,0,0,1,1,1
46635,36,3,1,1,1,0,1,Semi Furnished,,,1,0,1,1,1,1
100157,65,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
84192,55,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
135059,99,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
133741,81,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
107041,97,4,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
17947,28,0,1,1,1,0,1,Unfurnished,,,1,1,0,0,0,0
110902,104,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
120237,92,5,2,1,1,2,1,Fully Furnished,4.7,6,1,1,1,1,1,2
100443,117,4,3,1,1,2,1,Fully Furnished,4.3,80,1,1,1,1,1,2
34718,29,2,1,1,1,0,1,Unfurnished,4.2,168,1,0,1,0,0,0
148236,97,6,3,1,1,1,1,Fully Furnished,4.3,65,1,1,1,1,1,2
72739,56,3,2,1,1,2,1,Semi Furnished,4.4,37,1,1,1,1,1,1
55325,39,2,1,1,1,1,1,Semi Furnished,4.4,265,1,1,1,1,1,1
15574,26,1,1,1,1,0,1,Unfurnished,,,0,0,0,0,1,0
31549,35,2,1,1,1,0,1,Unfurnished,4.5,84,1,1,0,0,1,0
105826,64,6,3,1,1,1,1,Fully Furnished,4.5,84,1,1,1,1,1,2
26263,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0
105994,77,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
145992,76,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
81976,50,5,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
84544,48,3,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
89455,44,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
20002,25,2,1,1,1,0,1,Unfurnished,4.7,185,1,1,0,0,1,0
44808,37,2,1,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
16797,24,1,1,1,1,0,0,Unfurnished,4.4,108,1,1,0,1,0,0
93645,42,3,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
104717,71,4,2,1,1,2,1,Fully Furnished,4,4,1,1,1,1,1,2
10067,18,1,1,0,0,0,0,Unfurnished,4.4,77,0,0,1,1,1,0
86765,45,4,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
43131,40,2,1,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
130736,102,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
118653,68,4,2,1,1,2,1,Fully Furnished,5,1,1,1,1,1,1,2
114833,98,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
91214,48,5,1,1,1,2,1,Fully Furnished,4.3,23,1,1,1,1,1,2
66410,40,4,2,1,1,0,1,Semi Furnished,5,1,1,1,1,1,1,1
40749,38,1,1,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
77356,50,3,2,1,1,2,1,Fully Furnished,4.6,16,1,1,1,1,1,2
142744,89,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
140949,85,4,2,1,1,1,1,Fully Furnished,4.3,113,1,1,1,1,1,2
99195,51,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
55246,36,2,2,1,1,0,1,Semi Furnished,4.7,185,1,1,1,1,1,1
76415,41,4,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
95086,52,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
149613,59,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
18896,30,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0
14724,29,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0
100056,56,6,3,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2
93605,53,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
114115,50,4,3,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
59522,42,4,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
106216,93,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
66277,38,3,1,1,1,1,1,Semi Furnished,4,3,1,1,1,1,1,1
120967,75,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
144224,89,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
147285,55,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
46020,33,2,2,1,1,1,1,Semi Furnished,4.5,152,1,1,1,1,1,1
111377,78,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
30255,35,2,1,1,1,0,0,Unfurnished,,,1,0,1,0,1,0
60016,39,3,2,1,1,1,1,Semi Furnished,4.6,12990,1,1,1,1,1,1
80298,60,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
141622,63,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
27197,33,1,1,1,1,0,1,Unfurnished,4.3,94,1,0,1,1,0,0
71005,53,5,2,1,1,2,1,Semi Furnished,,,1,1,1,1,1,1
41184,33,2,2,1,1,1,1,Semi Furnished,4.6,91,1,0,0,1,1,1
70488,43,5,1,1,1,1,1,Semi Furnished,4.3,65,1,1,1,1,1,1
148671,71,4,3,1,1,2,1,Fully Furnished,4,3,1,1,1,1,1,2
76588,52,4,1,1,1,2,1,Fully Furnished,4.5,152,1,1,1,1,1,2
121524,108,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
28541,34,2,1,1,1,0,1,Unfurnished,,,1,0,1,0,1,0
48022,31,1,2,1,1,1,1,Semi Furnished,,,1,0,0,1,1,1
20904,31,1,1,1,1,0,1,Unfurnished,4.3,396,1,1,0,0,1,0
140336,103,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
49588,40,3,1,1,1,0,1,Semi Furnished,4.7,185,1,1,0,1,1,1
121823,57,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
131249,120,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
82489,43,4,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
109157,52,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
89370,56,3,1,1,1,2,1,Fully Furnished,4.3,23,1,1,1,1,1,2
42500,34,3,2,1,1,1,1,Semi Furnished,,,1,0,0,1,1,1
3701,12,1,1,0,0,0,0,Unfurnished,,,1,0,1,0,0,0
5286,23,0,1,0,0,0,0,Unfurnished,,,0,1,1,0,1,0
22568,34,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0
50628,37,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
54340,41,4,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
40338,30,3,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
63970,38,3,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
58099,43,3,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
77495,41,3,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
99039,44,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
124790,86,5,3,1,1,2,1,Fully Furnished,4.4,120,1,1,1,1,1,2
13031,23,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0
38124,39,1,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
131404,98,5,2,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2
147245,98,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
85473,45,3,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
12141,13,1,1,0,1,0,0,Unfurnished,,,0,0,0,0,1,0
137133,117,4,3,1,1,2,1,Fully Furnished,4.5,152,1,1,1,1,1,2
85091,57,3,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
139316,76,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
83517,50,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
130299,76,5,2,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2
38466,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1
144708,104,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
126259,57,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
39742,40,1,2,1,1,0,1,Semi Furnished,4.4,37,1,0,0,1,1,1
35708,31,3,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
58029,43,4,2,1,1,1,1,Semi Furnished,4.4,120,1,1,1,1,1,1
5080,23,1,1,0,1,0,0,Unfurnished,,,0,0,0,1,0,0
108017,96,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
145114,98,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
22438,34,1,1,1,1,0,0,Unfurnished,,,1,1,0,1,1,0
14278,20,0,1,1,1,0,1,Unfurnished,,,0,0,1,0,0,0
22920,34,1,1,1,1,0,1,Unfurnished,4.5,33,1,1,0,1,1,0
74106,58,4,1,1,1,2,1,Semi Furnished,4.5,839,1,1,1,1,1,1
46047,33,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1
83300,54,5,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
104504,65,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
132588,59,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
73069,49,5,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
34295,34,1,1,1,1,0,1,Unfurnished,,,1,0,1,0,1,0
48150,33,3,2,1,1,0,1,Semi Furnished,,,1,0,1,1,1,1
129568,63,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
6990,22,1,1,0,1,0,0,Unfurnished,,,0,0,1,0,0,0
127724,87,4,2,1,1,2,1,Fully Furnished,3.8,392,1,1,1,1,1,2
19778,30,0,1,1,1,0,0,Unfurnished,,,0,0,1,0,1,0
5756,18,0,1,0,0,0,0,Unfurnished,,,1,0,0,0,1,0
120992,93,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
12386,20,0,1,1,1,0,0,Unfurnished,,,1,1,0,1,1,0
17675,23,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,1,0
109235,52,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
122620,104,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
92609,43,4,1,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
32803,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,1,0
131457,72,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2
47260,31,3,2,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
15326,22,0,1,1,1,0,1,Unfurnished,,,0,1,1,1,1,0
10197,16,0,1,0,0,0,0,Unfurnished,,,1,1,0,1,0,0
119355,85,6,2,1,1,2,1,Fully Furnished,4.7,3,1,1,1,1,1,2
4014,17,1,1,1,0,0,0,Unfurnished,,,1,0,1,0,1,0
91272,42,4,2,1,1,2,1,Fully Furnished,4.5,33,1,1,1,1,1,2
90388,50,4,1,1,1,2,1,Fully Furnished,4.3,65,1,1,1,1,1,2
64487,35,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
15179,23,0,1,1,1,0,1,Unfurnished,4.4,165,1,1,0,1,1,0
126419,120,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
22705,26,1,1,1,1,0,1,Unfurnished,4.3,127,1,0,0,0,1,0
65535,42,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
18432,23,0,1,1,1,0,1,Unfurnished,,,1,0,0,0,1,0
40114,35,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
131544,95,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
36557,34,3,2,1,1,0,1,Semi Furnished,,,1,0,1,1,1,1
110727,105,5,3,1,1,2,1,Fully Furnished,4.3,88,1,1,1,1,1,2
117766,72,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
6657,20,0,1,0,0,0,0,Unfurnished,,,0,0,1,0,0,0
85411,45,3,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
16820,26,1,1,1,1,0,0,Unfurnished,4.4,165,0,0,1,1,1,0
23483,28,2,1,1,1,0,0,Unfurnished,4.7,185,1,1,0,1,0,0
2814,14,1,1,1,1,0,0,Unfurnished,,,1,0,1,1,0,0
115874,112,5,3,1,1,1,1,Fully Furnished,4.5,44,1,1,1,1,1,2
32242,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,0,0
24985,30,2,1,1,1,0,0,Unfurnished,,,1,0,1,0,0,0
103115,70,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
122962,79,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
122378,92,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
106371,58,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
67157,38,3,1,1,1,0,1,Semi Furnished,1,1,1,1,1,1,1,1
4926,12,1,1,1,0,0,0,Unfurnished,,,0,1,0,1,1,0
76973,43,3,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
128627,106,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
32765,31,2,1,1,1,0,0,Unfurnished,,,1,0,0,0,1,0
64233,37,4,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
44804,39,2,2,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
125915,114,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
27031,25,2,1,1,1,0,1,Unfurnished,4.3,192,1,0,0,1,1,0
22367,27,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0
122379,110,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
30709,25,2,1,1,1,0,1,Unfurnished,4,23,1,1,1,1,0,0
127288,58,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
44419,31,2,2,1,1,0,1,Semi Furnished,,,1,1,0,1,1,1
41879,38,3,2,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
111972,93,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
84739,59,4,2,1,1,2,1,Fully Furnished,5,2,1,1,1,1,1,2
5632,16,0,1,0,1,0,0,Unfurnished,4.3,32,1,1,1,0,1,0
135160,63,5,2,1,1,2,1,Fully Furnished,4.4,25,1,1,1,1,1,2
123244,94,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
56279,35,3,2,1,1,1,1,Semi Furnished,4.5,36355,1,1,1,1,1,1
60081,41,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
49236,35,2,2,1,1,0,1,Semi Furnished,5,1,1,1,0,1,1,1
116167,85,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
132145,101,6,2,1,1,1,1,Fully Furnished,4.3,396,1,1,1,1,1,2
103938,108,6,3,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2
57044,42,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
73339,45,4,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
75979,60,3,1,1,1,2,1,Fully Furnished,3.4,16,1,1,1,1,1,2
28757,32,2,1,1,1,0,1,Unfurnished,,,1,0,1,1,0,0
149773,109,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
139986,67,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
45294,31,1,1,1,1,0,1,Semi Furnished,4.2,172,1,1,1,1,1,1
49034,38,3,1,1,1,0,1,Semi Furnished,4.4,37,1,1,1,1,1,1
12249,21,1,1,1,1,0,0,Unfurnished,3.8,6,1,1,0,1,1,0
135968,69,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
104733,100,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
119176,50,4,2,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2
5312,21,0,1,1,1,0,0,Unfurnished,4.4,120,0,1,1,0,1,0
19729,29,0,1,1,1,0,0,Unfurnished,4.6,18,0,1,0,0,0,0
95150,50,5,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
145719,90,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
99934,58,3,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
12289,19,1,1,1,1,0,0,Unfurnished,5,6,1,0,1,0,0,0
83247,46,3,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
68522,36,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
25250,32,2,1,1,1,0,1,Unfurnished,4.6,18,1,0,1,1,0,0
33334,27,2,1,1,1,0,1,Unfurnished,4.6,18,1,1,1,1,0,0
58000,43,3,1,1,1,1,1,Semi Furnished,4.3,375,1,1,1,1,1,1
90736,46,5,1,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2
44062,32,1,1,1,1,1,1,Semi Furnished,4.3,396,1,0,0,1,1,1
128040,50,6,2,1,1,2,1,Fully Furnished,4.7,185,1,1,1,1,1,2
111703,59,5,3,1,1,1,1,Fully Furnished,3.9,58,1,1,1,1,1,2
28917,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0
50267,45,3,1,1,1,1,1,Semi Furnished,4.4,34,1,1,1,1,1,1
9727,24,1,1,0,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0
61323,41,4,1,1,1,1,1,Semi Furnished,4.2,1574,1,1,1,1,1,1
37743,40,3,2,1,1,1,1,Semi Furnished,4.5,36,1,1,0,1,1,1
50076,37,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
47545,40,3,2,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
29163,33,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,1,1,0
65084,36,2,2,1,1,0,1,Semi Furnished,4.4,63,1,1,1,1,1,1
13702,24,0,1,1,1,0,0,Unfurnished,,,1,1,0,0,1,0
79371,52,4,2,1,1,1,1,Fully Furnished,4.3,375,1,1,1,1,1,2
56014,43,2,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
